,End Date,Group,State,Condition Group,Condition,ICD10_codes,Age Group,COVID-19 Deaths
7176,03/27/2021,By Total,New Jersey,Respiratory diseases,Respiratory arrest,R09.2,75-84,184.0
7177,03/27/2021,By Total,New Jersey,Respiratory diseases,Respiratory arrest,R09.2,85+,246.0
7180,03/27/2021,By Total,New Jersey,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",0-24,6.0
7181,03/27/2021,By Total,New Jersey,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",25-34,8.0
7182,03/27/2021,By Total,New Jersey,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",35-44,14.0
7183,03/27/2021,By Total,New Jersey,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",45-54,44.0
7184,03/27/2021,By Total,New Jersey,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",55-64,111.0
7185,03/27/2021,By Total,New Jersey,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",65-74,162.0
7186,03/27/2021,By Total,New Jersey,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",75-84,197.0
7187,03/27/2021,By Total,New Jersey,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",85+,246.0
7190,03/27/2021,By Total,New Jersey,Circulatory diseases,Hypertensive diseases,I10-I15,0-24,6.0
7191,03/27/2021,By Total,New Jersey,Circulatory diseases,Hypertensive diseases,I10-I15,25-34,7.0
7192,03/27/2021,By Total,New Jersey,Circulatory diseases,Hypertensive diseases,I10-I15,35-44,30.0
7193,03/27/2021,By Total,New Jersey,Circulatory diseases,Hypertensive diseases,I10-I15,45-54,146.0
7194,03/27/2021,By Total,New Jersey,Circulatory diseases,Hypertensive diseases,I10-I15,55-64,387.0
7195,03/27/2021,By Total,New Jersey,Circulatory diseases,Hypertensive diseases,I10-I15,65-74,670.0
7196,03/27/2021,By Total,New Jersey,Circulatory diseases,Hypertensive diseases,I10-I15,75-84,942.0
7197,03/27/2021,By Total,New Jersey,Circulatory diseases,Hypertensive diseases,I10-I15,85+,1150.0
7200,03/27/2021,By Total,New Jersey,Circulatory diseases,Ischemic heart disease,I20-I25,0-24,0.0
7201,03/27/2021,By Total,New Jersey,Circulatory diseases,Ischemic heart disease,I20-I25,25-34,3.0
7202,03/27/2021,By Total,New Jersey,Circulatory diseases,Ischemic heart disease,I20-I25,35-44,1.0
7203,03/27/2021,By Total,New Jersey,Circulatory diseases,Ischemic heart disease,I20-I25,45-54,37.0
7204,03/27/2021,By Total,New Jersey,Circulatory diseases,Ischemic heart disease,I20-I25,55-64,195.0
7205,03/27/2021,By Total,New Jersey,Circulatory diseases,Ischemic heart disease,I20-I25,65-74,399.0
7206,03/27/2021,By Total,New Jersey,Circulatory diseases,Ischemic heart disease,I20-I25,75-84,664.0
7207,03/27/2021,By Total,New Jersey,Circulatory diseases,Ischemic heart disease,I20-I25,85+,914.0
7210,03/27/2021,By Total,New Jersey,Circulatory diseases,Cardiac arrest,I46,0-24,2.0
7211,03/27/2021,By Total,New Jersey,Circulatory diseases,Cardiac arrest,I46,25-34,37.0
7212,03/27/2021,By Total,New Jersey,Circulatory diseases,Cardiac arrest,I46,35-44,94.0
7213,03/27/2021,By Total,New Jersey,Circulatory diseases,Cardiac arrest,I46,45-54,317.0
7214,03/27/2021,By Total,New Jersey,Circulatory diseases,Cardiac arrest,I46,55-64,686.0
7215,03/27/2021,By Total,New Jersey,Circulatory diseases,Cardiac arrest,I46,65-74,1073.0
7216,03/27/2021,By Total,New Jersey,Circulatory diseases,Cardiac arrest,I46,75-84,1187.0
7217,03/27/2021,By Total,New Jersey,Circulatory diseases,Cardiac arrest,I46,85+,1248.0
7220,03/27/2021,By Total,New Jersey,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",0-24,5.0
7221,03/27/2021,By Total,New Jersey,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",25-34,1.0
7222,03/27/2021,By Total,New Jersey,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",35-44,7.0
7223,03/27/2021,By Total,New Jersey,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",45-54,35.0
7224,03/27/2021,By Total,New Jersey,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",55-64,116.0
7225,03/27/2021,By Total,New Jersey,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",65-74,232.0
7226,03/27/2021,By Total,New Jersey,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",75-84,485.0
7227,03/27/2021,By Total,New Jersey,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",85+,661.0
7230,03/27/2021,By Total,New Jersey,Circulatory diseases,Heart failure,I50,0-24,0.0
7231,03/27/2021,By Total,New Jersey,Circulatory diseases,Heart failure,I50,25-34,2.0
7232,03/27/2021,By Total,New Jersey,Circulatory diseases,Heart failure,I50,35-44,1.0
7233,03/27/2021,By Total,New Jersey,Circulatory diseases,Heart failure,I50,45-54,31.0
7234,03/27/2021,By Total,New Jersey,Circulatory diseases,Heart failure,I50,55-64,101.0
7235,03/27/2021,By Total,New Jersey,Circulatory diseases,Heart failure,I50,65-74,211.0
7236,03/27/2021,By Total,New Jersey,Circulatory diseases,Heart failure,I50,75-84,346.0
7237,03/27/2021,By Total,New Jersey,Circulatory diseases,Heart failure,I50,85+,596.0
7240,03/27/2021,By Total,New Jersey,Circulatory diseases,Cerebrovascular diseases,I60-I69,0-24,0.0
7241,03/27/2021,By Total,New Jersey,Circulatory diseases,Cerebrovascular diseases,I60-I69,25-34,8.0
7242,03/27/2021,By Total,New Jersey,Circulatory diseases,Cerebrovascular diseases,I60-I69,35-44,3.0
7243,03/27/2021,By Total,New Jersey,Circulatory diseases,Cerebrovascular diseases,I60-I69,45-54,42.0
7244,03/27/2021,By Total,New Jersey,Circulatory diseases,Cerebrovascular diseases,I60-I69,55-64,116.0
7245,03/27/2021,By Total,New Jersey,Circulatory diseases,Cerebrovascular diseases,I60-I69,65-74,205.0
7246,03/27/2021,By Total,New Jersey,Circulatory diseases,Cerebrovascular diseases,I60-I69,75-84,293.0
7247,03/27/2021,By Total,New Jersey,Circulatory diseases,Cerebrovascular diseases,I60-I69,85+,333.0
7250,03/27/2021,By Total,New Jersey,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",0-24,3.0
7251,03/27/2021,By Total,New Jersey,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",25-34,10.0
7252,03/27/2021,By Total,New Jersey,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",35-44,25.0
7253,03/27/2021,By Total,New Jersey,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",45-54,56.0
7254,03/27/2021,By Total,New Jersey,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",55-64,156.0
7255,03/27/2021,By Total,New Jersey,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",65-74,257.0
7256,03/27/2021,By Total,New Jersey,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",75-84,334.0
7257,03/27/2021,By Total,New Jersey,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",85+,405.0
7260,03/27/2021,By Total,New Jersey,Sepsis,Sepsis,A40-A41,0-24,5.0
7261,03/27/2021,By Total,New Jersey,Sepsis,Sepsis,A40-A41,25-34,10.0
7262,03/27/2021,By Total,New Jersey,Sepsis,Sepsis,A40-A41,35-44,54.0
7263,03/27/2021,By Total,New Jersey,Sepsis,Sepsis,A40-A41,45-54,164.0
7264,03/27/2021,By Total,New Jersey,Sepsis,Sepsis,A40-A41,55-64,414.0
7265,03/27/2021,By Total,New Jersey,Sepsis,Sepsis,A40-A41,65-74,649.0
7266,03/27/2021,By Total,New Jersey,Sepsis,Sepsis,A40-A41,75-84,620.0
7267,03/27/2021,By Total,New Jersey,Sepsis,Sepsis,A40-A41,85+,463.0
7270,03/27/2021,By Total,New Jersey,Malignant neoplasms,Malignant neoplasms,C00-C97,0-24,5.0
7271,03/27/2021,By Total,New Jersey,Malignant neoplasms,Malignant neoplasms,C00-C97,25-34,4.0
7272,03/27/2021,By Total,New Jersey,Malignant neoplasms,Malignant neoplasms,C00-C97,35-44,6.0
7273,03/27/2021,By Total,New Jersey,Malignant neoplasms,Malignant neoplasms,C00-C97,45-54,24.0
7274,03/27/2021,By Total,New Jersey,Malignant neoplasms,Malignant neoplasms,C00-C97,55-64,131.0
7275,03/27/2021,By Total,New Jersey,Malignant neoplasms,Malignant neoplasms,C00-C97,65-74,267.0
7276,03/27/2021,By Total,New Jersey,Malignant neoplasms,Malignant neoplasms,C00-C97,75-84,308.0
7277,03/27/2021,By Total,New Jersey,Malignant neoplasms,Malignant neoplasms,C00-C97,85+,285.0
7280,03/27/2021,By Total,New Jersey,Diabetes,Diabetes,E10-E14,0-24,2.0
7281,03/27/2021,By Total,New Jersey,Diabetes,Diabetes,E10-E14,25-34,10.0
7282,03/27/2021,By Total,New Jersey,Diabetes,Diabetes,E10-E14,35-44,48.0
7283,03/27/2021,By Total,New Jersey,Diabetes,Diabetes,E10-E14,45-54,177.0
7284,03/27/2021,By Total,New Jersey,Diabetes,Diabetes,E10-E14,55-64,423.0
7285,03/27/2021,By Total,New Jersey,Diabetes,Diabetes,E10-E14,65-74,598.0
7286,03/27/2021,By Total,New Jersey,Diabetes,Diabetes,E10-E14,75-84,654.0
7287,03/27/2021,By Total,New Jersey,Diabetes,Diabetes,E10-E14,85+,476.0
7290,03/27/2021,By Total,New Jersey,Obesity,Obesity,E65-E68,0-24,6.0
7291,03/27/2021,By Total,New Jersey,Obesity,Obesity,E65-E68,25-34,26.0
7292,03/27/2021,By Total,New Jersey,Obesity,Obesity,E65-E68,35-44,52.0
7293,03/27/2021,By Total,New Jersey,Obesity,Obesity,E65-E68,45-54,87.0
7294,03/27/2021,By Total,New Jersey,Obesity,Obesity,E65-E68,55-64,146.0
7295,03/27/2021,By Total,New Jersey,Obesity,Obesity,E65-E68,65-74,116.0
7296,03/27/2021,By Total,New Jersey,Obesity,Obesity,E65-E68,75-84,50.0
7297,03/27/2021,By Total,New Jersey,Obesity,Obesity,E65-E68,85+,12.0
7300,03/27/2021,By Total,New Jersey,Alzheimer disease,Alzheimer disease,G30,0-24,0.0
7301,03/27/2021,By Total,New Jersey,Alzheimer disease,Alzheimer disease,G30,25-34,0.0
7302,03/27/2021,By Total,New Jersey,Alzheimer disease,Alzheimer disease,G30,35-44,0.0
7303,03/27/2021,By Total,New Jersey,Alzheimer disease,Alzheimer disease,G30,45-54,0.0
7304,03/27/2021,By Total,New Jersey,Alzheimer disease,Alzheimer disease,G30,55-64,6.0
7305,03/27/2021,By Total,New Jersey,Alzheimer disease,Alzheimer disease,G30,65-74,20.0
7306,03/27/2021,By Total,New Jersey,Alzheimer disease,Alzheimer disease,G30,75-84,125.0
7307,03/27/2021,By Total,New Jersey,Alzheimer disease,Alzheimer disease,G30,85+,344.0
7310,03/27/2021,By Total,New Jersey,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",0-24,0.0
7311,03/27/2021,By Total,New Jersey,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",25-34,0.0
7312,03/27/2021,By Total,New Jersey,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",35-44,0.0
7313,03/27/2021,By Total,New Jersey,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",45-54,8.0
7314,03/27/2021,By Total,New Jersey,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",55-64,25.0
7315,03/27/2021,By Total,New Jersey,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",65-74,133.0
7316,03/27/2021,By Total,New Jersey,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",75-84,503.0
7317,03/27/2021,By Total,New Jersey,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",85+,1164.0
7320,03/27/2021,By Total,New Jersey,Renal failure,Renal failure,N17-N19,0-24,2.0
7321,03/27/2021,By Total,New Jersey,Renal failure,Renal failure,N17-N19,25-34,16.0
7322,03/27/2021,By Total,New Jersey,Renal failure,Renal failure,N17-N19,35-44,43.0
7323,03/27/2021,By Total,New Jersey,Renal failure,Renal failure,N17-N19,45-54,131.0
7324,03/27/2021,By Total,New Jersey,Renal failure,Renal failure,N17-N19,55-64,279.0
7325,03/27/2021,By Total,New Jersey,Renal failure,Renal failure,N17-N19,65-74,561.0
7326,03/27/2021,By Total,New Jersey,Renal failure,Renal failure,N17-N19,75-84,633.0
7327,03/27/2021,By Total,New Jersey,Renal failure,Renal failure,N17-N19,85+,574.0
7330,03/27/2021,By Total,New Jersey,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",0-24,5.0
7331,03/27/2021,By Total,New Jersey,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",25-34,2.0
7332,03/27/2021,By Total,New Jersey,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",35-44,10.0
7333,03/27/2021,By Total,New Jersey,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",45-54,13.0
7334,03/27/2021,By Total,New Jersey,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",55-64,52.0
7335,03/27/2021,By Total,New Jersey,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",65-74,70.0
7336,03/27/2021,By Total,New Jersey,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",75-84,107.0
7337,03/27/2021,By Total,New Jersey,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",85+,140.0
7340,03/27/2021,By Total,New Jersey,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",0-24,17.0
7341,03/27/2021,By Total,New Jersey,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",25-34,74.0
7342,03/27/2021,By Total,New Jersey,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",35-44,158.0
7343,03/27/2021,By Total,New Jersey,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",45-54,476.0
7344,03/27/2021,By Total,New Jersey,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",55-64,1172.0
7345,03/27/2021,By Total,New Jersey,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",65-74,1827.0
7346,03/27/2021,By Total,New Jersey,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",75-84,2177.0
7347,03/27/2021,By Total,New Jersey,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",85+,2458.0
7350,03/27/2021,By Total,New Jersey,COVID-19,COVID-19,U071,0-24,26.0
7351,03/27/2021,By Total,New Jersey,COVID-19,COVID-19,U071,25-34,155.0
7352,03/27/2021,By Total,New Jersey,COVID-19,COVID-19,U071,35-44,387.0
7353,03/27/2021,By Total,New Jersey,COVID-19,COVID-19,U071,45-54,1152.0
7354,03/27/2021,By Total,New Jersey,COVID-19,COVID-19,U071,55-64,2851.0
7355,03/27/2021,By Total,New Jersey,COVID-19,COVID-19,U071,65-74,4552.0
7356,03/27/2021,By Total,New Jersey,COVID-19,COVID-19,U071,75-84,5951.0
7357,03/27/2021,By Total,New Jersey,COVID-19,COVID-19,U071,85+,7275.0
7360,03/27/2021,By Total,New Mexico,Respiratory diseases,Influenza and pneumonia,J09-J18,0-24,2.0
7361,03/27/2021,By Total,New Mexico,Respiratory diseases,Influenza and pneumonia,J09-J18,25-34,37.0
7362,03/27/2021,By Total,New Mexico,Respiratory diseases,Influenza and pneumonia,J09-J18,35-44,84.0
7363,03/27/2021,By Total,New Mexico,Respiratory diseases,Influenza and pneumonia,J09-J18,45-54,161.0
7364,03/27/2021,By Total,New Mexico,Respiratory diseases,Influenza and pneumonia,J09-J18,55-64,322.0
7365,03/27/2021,By Total,New Mexico,Respiratory diseases,Influenza and pneumonia,J09-J18,65-74,463.0
7366,03/27/2021,By Total,New Mexico,Respiratory diseases,Influenza and pneumonia,J09-J18,75-84,415.0
7367,03/27/2021,By Total,New Mexico,Respiratory diseases,Influenza and pneumonia,J09-J18,85+,302.0
7370,03/27/2021,By Total,New Mexico,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,0-24,0.0
7371,03/27/2021,By Total,New Mexico,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,25-34,5.0
7372,03/27/2021,By Total,New Mexico,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,35-44,6.0
7373,03/27/2021,By Total,New Mexico,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,45-54,12.0
7374,03/27/2021,By Total,New Mexico,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,55-64,29.0
7375,03/27/2021,By Total,New Mexico,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,65-74,58.0
7376,03/27/2021,By Total,New Mexico,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,75-84,89.0
7377,03/27/2021,By Total,New Mexico,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,85+,87.0
7380,03/27/2021,By Total,New Mexico,Respiratory diseases,Adult respiratory distress syndrome,J80,0-24,7.0
7381,03/27/2021,By Total,New Mexico,Respiratory diseases,Adult respiratory distress syndrome,J80,25-34,12.0
7382,03/27/2021,By Total,New Mexico,Respiratory diseases,Adult respiratory distress syndrome,J80,35-44,18.0
7383,03/27/2021,By Total,New Mexico,Respiratory diseases,Adult respiratory distress syndrome,J80,45-54,51.0
7384,03/27/2021,By Total,New Mexico,Respiratory diseases,Adult respiratory distress syndrome,J80,55-64,77.0
7385,03/27/2021,By Total,New Mexico,Respiratory diseases,Adult respiratory distress syndrome,J80,65-74,101.0
7386,03/27/2021,By Total,New Mexico,Respiratory diseases,Adult respiratory distress syndrome,J80,75-84,72.0
7387,03/27/2021,By Total,New Mexico,Respiratory diseases,Adult respiratory distress syndrome,J80,85+,30.0
7390,03/27/2021,By Total,New Mexico,Respiratory diseases,Respiratory failure,J96,0-24,1.0
7391,03/27/2021,By Total,New Mexico,Respiratory diseases,Respiratory failure,J96,25-34,19.0
7392,03/27/2021,By Total,New Mexico,Respiratory diseases,Respiratory failure,J96,35-44,35.0
7393,03/27/2021,By Total,New Mexico,Respiratory diseases,Respiratory failure,J96,45-54,65.0
7394,03/27/2021,By Total,New Mexico,Respiratory diseases,Respiratory failure,J96,55-64,159.0
7395,03/27/2021,By Total,New Mexico,Respiratory diseases,Respiratory failure,J96,65-74,243.0
7396,03/27/2021,By Total,New Mexico,Respiratory diseases,Respiratory failure,J96,75-84,301.0
7397,03/27/2021,By Total,New Mexico,Respiratory diseases,Respiratory failure,J96,85+,208.0
7400,03/27/2021,By Total,New Mexico,Respiratory diseases,Respiratory arrest,R09.2,0-24,0.0
7401,03/27/2021,By Total,New Mexico,Respiratory diseases,Respiratory arrest,R09.2,25-34,5.0
7402,03/27/2021,By Total,New Mexico,Respiratory diseases,Respiratory arrest,R09.2,35-44,2.0
7403,03/27/2021,By Total,New Mexico,Respiratory diseases,Respiratory arrest,R09.2,45-54,5.0
7404,03/27/2021,By Total,New Mexico,Respiratory diseases,Respiratory arrest,R09.2,55-64,17.0
7405,03/27/2021,By Total,New Mexico,Respiratory diseases,Respiratory arrest,R09.2,65-74,17.0
7406,03/27/2021,By Total,New Mexico,Respiratory diseases,Respiratory arrest,R09.2,75-84,19.0
7407,03/27/2021,By Total,New Mexico,Respiratory diseases,Respiratory arrest,R09.2,85+,15.0
7410,03/27/2021,By Total,New Mexico,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",0-24,0.0
7411,03/27/2021,By Total,New Mexico,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",25-34,5.0
7412,03/27/2021,By Total,New Mexico,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",35-44,7.0
7413,03/27/2021,By Total,New Mexico,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",45-54,6.0
7414,03/27/2021,By Total,New Mexico,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",55-64,22.0
7415,03/27/2021,By Total,New Mexico,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",65-74,36.0
7416,03/27/2021,By Total,New Mexico,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",75-84,37.0
7417,03/27/2021,By Total,New Mexico,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",85+,22.0
7420,03/27/2021,By Total,New Mexico,Circulatory diseases,Hypertensive diseases,I10-I15,0-24,0.0
7421,03/27/2021,By Total,New Mexico,Circulatory diseases,Hypertensive diseases,I10-I15,25-34,1.0
7422,03/27/2021,By Total,New Mexico,Circulatory diseases,Hypertensive diseases,I10-I15,35-44,12.0
7423,03/27/2021,By Total,New Mexico,Circulatory diseases,Hypertensive diseases,I10-I15,45-54,38.0
7424,03/27/2021,By Total,New Mexico,Circulatory diseases,Hypertensive diseases,I10-I15,55-64,95.0
7425,03/27/2021,By Total,New Mexico,Circulatory diseases,Hypertensive diseases,I10-I15,65-74,165.0
7426,03/27/2021,By Total,New Mexico,Circulatory diseases,Hypertensive diseases,I10-I15,75-84,142.0
7427,03/27/2021,By Total,New Mexico,Circulatory diseases,Hypertensive diseases,I10-I15,85+,126.0
7430,03/27/2021,By Total,New Mexico,Circulatory diseases,Ischemic heart disease,I20-I25,0-24,0.0
7431,03/27/2021,By Total,New Mexico,Circulatory diseases,Ischemic heart disease,I20-I25,25-34,0.0
7432,03/27/2021,By Total,New Mexico,Circulatory diseases,Ischemic heart disease,I20-I25,35-44,8.0
7433,03/27/2021,By Total,New Mexico,Circulatory diseases,Ischemic heart disease,I20-I25,45-54,19.0
7434,03/27/2021,By Total,New Mexico,Circulatory diseases,Ischemic heart disease,I20-I25,55-64,57.0
7435,03/27/2021,By Total,New Mexico,Circulatory diseases,Ischemic heart disease,I20-I25,65-74,117.0
7436,03/27/2021,By Total,New Mexico,Circulatory diseases,Ischemic heart disease,I20-I25,75-84,116.0
7437,03/27/2021,By Total,New Mexico,Circulatory diseases,Ischemic heart disease,I20-I25,85+,119.0
7440,03/27/2021,By Total,New Mexico,Circulatory diseases,Cardiac arrest,I46,0-24,8.0
7441,03/27/2021,By Total,New Mexico,Circulatory diseases,Cardiac arrest,I46,25-34,4.0
7442,03/27/2021,By Total,New Mexico,Circulatory diseases,Cardiac arrest,I46,35-44,3.0
7443,03/27/2021,By Total,New Mexico,Circulatory diseases,Cardiac arrest,I46,45-54,24.0
7444,03/27/2021,By Total,New Mexico,Circulatory diseases,Cardiac arrest,I46,55-64,57.0
7445,03/27/2021,By Total,New Mexico,Circulatory diseases,Cardiac arrest,I46,65-74,82.0
7446,03/27/2021,By Total,New Mexico,Circulatory diseases,Cardiac arrest,I46,75-84,75.0
7447,03/27/2021,By Total,New Mexico,Circulatory diseases,Cardiac arrest,I46,85+,45.0
7450,03/27/2021,By Total,New Mexico,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",0-24,0.0
7451,03/27/2021,By Total,New Mexico,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",25-34,8.0
7452,03/27/2021,By Total,New Mexico,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",35-44,4.0
7453,03/27/2021,By Total,New Mexico,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",45-54,1.0
7454,03/27/2021,By Total,New Mexico,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",55-64,11.0
7455,03/27/2021,By Total,New Mexico,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",65-74,29.0
